,Dominant_Topic,Perc_Contribution,Topic_Keywords,Title,ID,Teacher_id
204,15,0.2262,"network, time, design, propose, high, control, low, dynamic, work, agent",Checking and correcting the source code of web pages for accessibility,257,27
205,8,0.302,"base, use, method, propose, system, result, paper, approach, feature, show",A New Complex Fuzzy Inference System With Fuzzy Knowledge Graph and Extensions in Decision Making.,258,12
206,14,0.3084,"problem, algorithm, solution, search, solve, optimization, fault, cluster, tree, objective",A monotonic optimization approach for solving strictly quasiconvex multiobjective programming problems.,259,12
207,8,0.4138,"base, use, method, propose, system, result, paper, approach, feature, show",Predictive reliability and validity of hospital cost analysis with dynamic neural network and genetic algorithm.,260,12
208,8,0.2986,"base, use, method, propose, system, result, paper, approach, feature, show",Some Fuzzy Inference Processes in Picture Fuzzy Systems.,261,12
209,8,0.4734,"base, use, method, propose, system, result, paper, approach, feature, show",A New Assessment of Cluster Tendency Ensemble approach for Data Clustering.,262,12
210,8,0.3708,"base, use, method, propose, system, result, paper, approach, feature, show",Picture inference system: a new fuzzy inference system on picture fuzzy set.,263,12
211,8,0.4175,"base, use, method, propose, system, result, paper, approach, feature, show",Dental Diagnosis from X-Ray Images using Fuzzy Rule-Based Systems.,264,12
212,8,0.5052,"base, use, method, propose, system, result, paper, approach, feature, show",A Novel Multiple Fuzzy Clustering Method Based on Internal Clustering Validation Measures with Gradient Descent.,265,12
213,8,0.2821,"base, use, method, propose, system, result, paper, approach, feature, show",Some Fuzzy Logic Operators for Picture Fuzzy Sets.,266,12
214,8,0.351,"base, use, method, propose, system, result, paper, approach, feature, show",Some Extensions of Membership Graphs for Picture Inference Systems.,267,12
215,8,0.3946,"base, use, method, propose, system, result, paper, approach, feature, show",Towards Automatic Construction of News Directory Systems.,268,12
216,8,0.3315,"base, use, method, propose, system, result, paper, approach, feature, show",Towards Automatic Detection of Potentially Important International Events/Phenomena from News Articles at Mostly Domestic News Sites.,269,12
217,15,0.2724,"network, time, design, propose, high, control, low, dynamic, work, agent",Monitoring agriculture areas with satellite images and deep learning.,270,14
218,8,0.2714,"base, use, method, propose, system, result, paper, approach, feature, show",Monitoring Rice Crop with Dense Segmentation on Satellite Images: A case study in Vietnamese Mekong Delta.,271,14
219,8,0.665,"base, use, method, propose, system, result, paper, approach, feature, show",An Ensemble System with Random Projection and Dynamic Ensemble Selection.,272,14
220,8,0.2682,"base, use, method, propose, system, result, paper, approach, feature, show",Defining and modelling service-based coordinated systems,280,27
221,8,0.2211,"base, use, method, propose, system, result, paper, approach, feature, show",Towards a secure service coordination,281,27
222,8,0.3168,"base, use, method, propose, system, result, paper, approach, feature, show",Human behavior analysis by means of multimodal context mining,289,28
223,8,0.2327,"base, use, method, propose, system, result, paper, approach, feature, show",An innovative platform for person-centric health and wellness support,290,28
224,8,0.3491,"base, use, method, propose, system, result, paper, approach, feature, show",Interactive activity recognition using pose-based spatio–temporal relation features and four-level Pachinko Allocation Model,291,28
225,15,0.242,"network, time, design, propose, high, control, low, dynamic, work, agent",A sleep monitoring application for u-lifecare using accelerometer sensor of smartphone,292,28
226,8,0.4235,"base, use, method, propose, system, result, paper, approach, feature, show",Mining human behavior for health promotion,293,28
227,8,0.3786,"base, use, method, propose, system, result, paper, approach, feature, show",Adaptive hierarchical emotion recognition from speech signal for human-robot communication,294,28
228,8,0.3223,"base, use, method, propose, system, result, paper, approach, feature, show",PAM-based flexible generative topic model for 3D interactive activity recognition,295,28
229,15,0.3264,"network, time, design, propose, high, control, low, dynamic, work, agent",RL-TSCH: A Reinforcement Learning Algorithm for Radio Scheduling in TSCH 802.15.4e.,297,15
230,15,0.3286,"network, time, design, propose, high, control, low, dynamic, work, agent",esVHO: Energy Saving Vertical Handover Extension for Local SDN in Non-Interconnected Environment.,298,15
231,7,0.2716,"multi, large, example, decision, structure, rate, constraint, flow, parallel, define",Investigating the Performance of Link Aggregation on OpenFlow Switches.,299,15
232,15,0.3016,"network, time, design, propose, high, control, low, dynamic, work, agent",A bi-level optimized charging algorithm for energy depletion avoidance in wireless rechargeable sensor networks.,301,17
233,8,0.2745,"base, use, method, propose, system, result, paper, approach, feature, show",Multi-objective teaching-learning evolutionary algorithm for enhancing sensor network coverage and lifetime.,302,17
234,8,0.1936,"base, use, method, propose, system, result, paper, approach, feature, show",A family system based evolutionary algorithm for obstacle-evasion minimal exposure path problem in Internet of Things.,303,17
235,14,0.3878,"problem, algorithm, solution, search, solve, optimization, fault, cluster, tree, objective",Two levels approach based on multifactorial optimization to solve the clustered shortest path tree problem.,304,17
236,14,0.2698,"problem, algorithm, solution, search, solve, optimization, fault, cluster, tree, objective",A hybrid multifactorial evolutionary algorithm and firefly algorithm for the clustered minimum routing cost tree problem.,306,17
237,14,0.2706,"problem, algorithm, solution, search, solve, optimization, fault, cluster, tree, objective",Adaptive Knowledge Transfer in Multifactorial Evolutionary Algorithm for the Clustered Minimum Routing Cost Problem.,308,17
238,8,0.2433,"base, use, method, propose, system, result, paper, approach, feature, show",A decomposition-based multi-objective optimization approach for balancing the energy consumption of wireless sensor networks.,309,17
239,14,0.2874,"problem, algorithm, solution, search, solve, optimization, fault, cluster, tree, objective",A bi-level encoding scheme for the clustered shortest-path tree problem in multifactorial optimization.,310,17
240,0,0.2488,"learn, dataset, machine, classification, learning, task, framework, similarity, class, label",PoisonGAN: Generative Poisoning Attacks Against Federated Learning in Edge Computing Systems.,311,17
241,14,0.3544,"problem, algorithm, solution, search, solve, optimization, fault, cluster, tree, objective",Evolutionary algorithm and multifactorial evolutionary algorithm on clustered shortest-path tree problem.,312,17
242,9,0.2771,"sensor, network, node, path, protocol, routing, wireless, coverage, grid, route",Multifactorial evolutionary optimization to maximize lifetime of wireless sensor network.,313,17
243,8,0.3071,"base, use, method, propose, system, result, paper, approach, feature, show",Parameter adaptation in multifactorial evolutionary algorithm for many-task optimization.,314,17
244,8,0.3123,"base, use, method, propose, system, result, paper, approach, feature, show",Multi-objective Sparrow Search Optimization for Task Scheduling in Fog-Cloud-Blockchain Systems.,315,17
245,15,0.2072,"network, time, design, propose, high, control, low, dynamic, work, agent",A Two-level Genetic Algorithm for Inter-domain Path Computation under Node-defined Domain Uniqueness Constraints.,316,17
246,15,0.2572,"network, time, design, propose, high, control, low, dynamic, work, agent",Effective Partial Charging Scheme For Minimizing The Energy Depletion And Charging Cost In Wireless Rechargeable Sensor Networks.,317,17
247,15,0.2152,"network, time, design, propose, high, control, low, dynamic, work, agent",A Multifactorial Evolutionary Algorithm For Minimum Energy Cost Data Aggregation Tree In Wireless Sensor Networks.,318,17
